Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Sharon, Patrolling, 4, 6, 167, 0.00, 6832.31022239, 3615.56023598, 148.471851587
Leoben, Patrolling, 1, 9, 175, 0.00, 3137.62494731, 7393.40789294, 173.024515152
Caval, Patrolling, 6, 3, 169, 0.00, 2809.60197544, 7566.30182528, 190.509495974
Sharon, Patrolling, 5, 2, 169, 0.00, 6832.31022239, 3615.56023598, 148.471851587
Caval, Charging, 3, 3, 172, 0.00, 2956.77190638, 7566.30182528, 237.005916834
Tyrol, Patrolling, 4, 1, 161, 0.00, 2893.87308598, 7648.05027103, 178.968801022
Caprica, Patrolling, 2, 9, 166, 0.00, 2957.24546862, 7637.44701219, 215.685249805
Tory, Patrolling, 0, 9, 154, 0.00, 2961.68311071, 7665.29783678, 183.399196386
Sharon, Patrolling, 6, 4, 173, 0.00, 6832.31022239, 3615.56023598, 148.471851587
Anders, Patrolling, 4, 0, 212, 0.00, 3592.89621472, 6981.63995385, 241.912678242
Leoben, Patrolling, 1, 9, 185, 0.00, 3287.60398817, 7393.40789294, 173.024515152
Tyrol, Patrolling, 5, 4, 165, 0.00, 2893.87308598, 7648.05027103, 178.968801022
Sharon, Charging, 3, 4, 177, 0.00, 7071.88196039, 3615.56023598, 204.19406271
Tyrol, Patrolling, 6, 9, 175, 0.00, 3146.568542, 7648.05027103, 178.968801022
Caprica, Patrolling, 2, 9, 176, 0.00, 3133.57921147, 7637.44701219, 215.685249805
Tory, Patrolling, 0, 9, 164, 0.00, 3138.33158183, 7665.29783678, 183.399196386
Tyrol, Patrolling, 6, 9, 185, 0.00, 3183.27152205, 7648.05027103, 178.968801022
Leoben, Patrolling, 1, 9, 195, 0.00, 3459.63432503, 7393.40789294, 173.024515152
Anders, Patrolling, 5, 9, 222, 0.00, 3804.38076162, 6981.63995385, 241.912678242
Tyrol, Patrolling, 6, 9, 195, 0.00, 3226.85880518, 7648.05027103, 178.968801022
Boomer, Patrolling, 4, 9, 228, 0.00, 3773.54132605, 7097.24154377, 232.584400892
Tory, Patrolling, 0, 6, 170, 0.00, 3138.33158183, 7665.29783678, 183.399196386
Caprica, Patrolling, 2, 5, 181, 0.00, 3133.57921147, 7637.44701219, 215.685249805
Tyrol, Patrolling, 6, 9, 205, 0.00, 3302.30064821, 7648.05027103, 178.968801022
Anders, Patrolling, 5, 9, 232, 0.00, 3929.09080958, 6981.63995385, 241.912678242
Leoben, Patrolling, 1, 6, 201, 0.00, 3459.63432503, 7393.40789294, 173.024515152
Tory, Charging, 3, 6, 176, 0.00, 3263.90620184, 7665.29783678, 231.726448536
Boomer, Patrolling, 4, 9, 238, 0.00, 3914.64630294, 7097.24154377, 232.584400892
Leoben, Patrolling, 0, 2, 203, 0.00, 3459.63432503, 7393.40789294, 173.024515152
Caprica, Patrolling, 1, 5, 186, 0.00, 3133.57921147, 7637.44701219, 215.685249805
Leoben, Charging, 3, 2, 205, 0.00, 3683.69874406, 7393.40789294, 220.624232292
Tyrol, Patrolling, 6, 9, 215, 0.00, 3487.3700211, 7648.05027103, 178.968801022
Caprica, Charging, 3, 0, 186, 0.00, 3416.29342842, 7637.44701219, 262.362055779
Anders, Patrolling, 5, 9, 242, 0.00, 4098.88850451, 6981.63995385, 241.912678242
Caprica, Patrolling, 3, 0, 186, 0.00, 3416.29342842, 7637.44701219, 262.362055779
Tigh, Patrolling, 2, 6, 185, 0.00, 2985.74701452, 7993.94623518, 230.327636957
Boomer, Patrolling, 4, 9, 248, 0.00, 4050.89081478, 7097.24154377, 232.584400892
Hera, Patrolling, 2, 0, 209, 0.00, 3647.55466008, 7489.19801331, 239.482798815
Tigh, Patrolling, 1, 4, 189, 0.00, 2985.74701452, 7993.94623518, 230.327636957
Tyrol, Patrolling, 6, 9, 225, 0.00, 3630.29713917, 7648.05027103, 178.968801022
Anders, Patrolling, 5, 9, 252, 0.00, 4245.75621653, 6981.63995385, 241.912678242
Tyrol, Patrolling, 6, 4, 229, 0.00, 3630.29713917, 7648.05027103, 178.968801022
Anders, Patrolling, 5, 3, 255, 0.00, 4245.75621653, 6981.63995385, 241.912678242
Anders, Patrolling, 6, 0, 255, 0.00, 4245.75621653, 6981.63995385, 241.912678242
Boomer, Patrolling, 4, 9, 258, 0.00, 4232.18585777, 7097.24154377, 232.584400892
Boomer, Patrolling, 4, 0, 258, 0.00, 4232.18585777, 7097.24154377, 232.584400892
Tyrol, Charging, 3, 4, 233, 0.00, 3704.53983521, 7648.05027103, 211.688224077
Anders, Charging, 3, 0, 255, 0.00, 4328.91731668, 6981.63995385, 298.806156158
Boomer, Patrolling, 5, 2, 260, 0.00, 4232.18585777, 7097.24154377, 232.584400892
Hera, Patrolling, 1, 9, 219, 0.00, 3911.51674199, 7489.19801331, 239.482798815
Tigh, Patrolling, 0, 9, 199, 0.00, 3416.51458359, 7993.94623518, 230.327636957
Boomer, Patrolling, 6, 0, 260, 0.00, 4232.18585777, 7097.24154377, 232.584400892
Caval, Patrolling, 2, 9, 182, 0.00, 3133.45275044, 8304.9295423, 237.005916834
Sharon, Patrolling, 4, 4, 181, 0.00, 7071.88196039, 4327.52833509, 204.19406271
Boomer, Charging, 3, 0, 260, 0.00, 4341.30284667, 7097.24154377, 288.869022846
Sharon, Patrolling, 5, 2, 183, 0.00, 7071.88196039, 4327.52833509, 204.19406271
Hera, Patrolling, 1, 9, 229, 0.00, 4051.18754101, 7489.19801331, 239.482798815
Tigh, Patrolling, 0, 9, 209, 0.00, 3563.20188046, 7993.94623518, 230.327636957
Tory, Patrolling, 4, 4, 180, 0.00, 3263.90620184, 8241.60443783, 231.726448536
Caval, Patrolling, 2, 9, 192, 0.00, 3286.73912239, 8304.9295423, 237.005916834
Sharon, Patrolling, 6, 9, 193, 0.00, 7325.98013353, 4327.52833509, 204.19406271
Tigh, Patrolling, 0, 5, 214, 0.00, 3563.20188046, 7993.94623518, 230.327636957
Sharon, Patrolling, 6, 9, 203, 0.00, 7372.64564061, 4327.52833509, 204.19406271
Caval, Patrolling, 2, 4, 196, 0.00, 3286.73912239, 8304.9295423, 237.005916834
Tigh, Charging, 3, 5, 219, 0.00, 3678.82245159, 7993.94623518, 279.193737984
Sharon, Patrolling, 6, 9, 213, 0.00, 7425.88425756, 4327.52833509, 204.19406271
Hera, Patrolling, 1, 9, 239, 0.00, 4230.69187999, 7489.19801331, 239.482798815
Caval, Charging, 3, 0, 196, 0.00, 3392.3842833, 8304.9295423, 268.257152796
Caval, Patrolling, 3, 0, 196, 0.00, 3392.3842833, 8304.9295423, 268.257152796
Hera, Patrolling, 1, 0, 239, 0.00, 4230.69187999, 7489.19801331, 239.482798815
Sharon, Patrolling, 6, 9, 223, 0.00, 7465.72267365, 4327.52833509, 204.19406271
Tory, Patrolling, 5, 9, 190, 0.00, 3528.1040988, 8241.60443783, 231.726448536
Leoben, Patrolling, 4, 9, 215, 0.00, 3844.83455992, 7966.2571559, 220.624232292
Caprica, Patrolling, 2, 0, 186, 0.00, 3416.29342842, 8348.3903141, 262.362055779
Hera, Patrolling, 0, 5, 244, 0.00, 4230.69187999, 7489.19801331, 239.482798815
Sharon, Patrolling, 6, 9, 233, 0.00, 7565.01710463, 4327.52833509, 204.19406271
Caprica, Patrolling, 1, 2, 188, 0.00, 3416.29342842, 8348.3903141, 262.362055779
Tory, Patrolling, 5, 9, 200, 0.00, 3662.09825492, 8241.60443783, 231.726448536
Hera, Charging, 3, 5, 249, 0.00, 4355.68031907, 7489.19801331, 297.340800762
Tyrol, Patrolling, 2, 4, 237, 0.00, 3704.53983521, 8169.93563199, 211.688224077
Leoben, Patrolling, 4, 9, 225, 0.00, 3994.33345389, 7966.2571559, 220.624232292
Tyrol, Charging, 3, 0, 237, 0.00, 3782.4089601, 8169.93563199, 252.32347703
Tyrol, Patrolling, 3, 0, 237, 0.00, 3782.4089601, 8169.93563199, 252.32347703
Anders, Patrolling, 2, 0, 255, 0.00, 4328.91731668, 7606.90393686, 298.806156158
Sharon, Patrolling, 6, 9, 243, 0.00, 7746.12980247, 4327.52833509, 204.19406271
Tory, Patrolling, 5, 9, 210, 0.00, 3849.31759405, 8241.60443783, 231.726448536
Caprica, Patrolling, 0, 9, 198, 0.00, 3713.49164343, 8348.3903141, 262.362055779
Leoben, Patrolling, 4, 9, 235, 0.00, 4169.0073669, 7966.2571559, 220.624232292
Sharon, Patrolling, 6, 8, 251, 0.00, 7746.12980247, 4327.52833509, 204.19406271
Anders, Patrolling, 1, 9, 265, 0.00, 4515.04520059, 7606.90393686, 298.806156158
Leoben, Patrolling, 4, 4, 239, 0.00, 4169.0073669, 7966.2571559, 220.624232292
Tory, Patrolling, 5, 6, 216, 0.00, 3849.31759405, 8241.60443783, 231.726448536
Sharon, Charging, 3, 8, 259, 0.00, 7884.92724037, 4327.52833509, 245.647415638
Boomer, Patrolling, 2, 9, 270, 0.00, 4508.68257976, 7664.11680269, 288.869022846
Tory, Patrolling, 6, 0, 216, 0.00, 3849.31759405, 8241.60443783, 231.726448536
Caprica, Patrolling, 0, 9, 208, 0.00, 3891.82947946, 8348.3903141, 262.362055779
Tory, Charging, 3, 0, 216, 0.00, 4011.379004, 8241.60443783, 288.186566591
Leoben, Patrolling, 5, 5, 244, 0.00, 4169.0073669, 7966.2571559, 220.624232292
Tigh, Patrolling, 4, 2, 221, 0.00, 3678.82245159, 8548.25995827, 279.193737984
Anders, Patrolling, 1, 9, 275, 0.00, 4693.15628767, 7606.90393686, 298.806156158
Leoben, Patrolling, 6, 2, 246, 0.00, 4169.0073669, 7966.2571559, 220.624232292
Leoben, Charging, 3, 2, 248, 0.00, 4419.72946692, 7966.2571559, 267.841096401
Caval, Patrolling, 4, 0, 196, 0.00, 3392.3842833, 8975.18173528, 268.257152796
Boomer, Patrolling, 2, 9, 280, 0.00, 4710.01033187, 7664.11680269, 288.869022846
Caprica, Patrolling, 0, 9, 218, 0.00, 4065.41869926, 8348.3903141, 262.362055779
Caval, Charging, 3, 0, 196, 0.00, 3419.34171033, 8975.18173528, 299.655219793
Caval, Patrolling, 3, 0, 196, 0.00, 3419.34171033, 8975.18173528, 299.655219793
Tigh, Patrolling, 5, 4, 225, 0.00, 3678.82245159, 8548.25995827, 279.193737984
Caprica, Patrolling, 0, 1, 219, 0.00, 4065.41869926, 8348.3903141, 262.362055779
Caprica, Charging, 3, 1, 220, 0.00, 4115.31073427, 8348.3903141, 310.081954718
Anders, Patrolling, 1, 9, 285, 0.00, 4875.02631259, 7606.90393686, 298.806156158
Hera, Patrolling, 4, 0, 249, 0.00, 4355.68031907, 8108.85527635, 297.340800762
Boomer, Patrolling, 2, 9, 290, 0.00, 4873.08341885, 7664.11680269, 288.869022846
Anders, Patrolling, 1, 4, 289, 0.00, 4875.02631259, 7606.90393686, 298.806156158
Tigh, Patrolling, 6, 9, 235, 0.00, 4031.34330177, 8548.25995827, 279.193737984
Boomer, Patrolling, 2, 2, 292, 0.00, 4873.08341885, 7664.11680269, 288.869022846
Tyrol, Patrolling, 4, 9, 247, 0.00, 3900.01364803, 8789.62122202, 252.32347703
Hera, Patrolling, 5, 9, 259, 0.00, 4564.35884023, 8108.85527635, 297.340800762
Anders, Patrolling, 0, 5, 294, 0.00, 4875.02631259, 7606.90393686, 298.806156158
Boomer, Patrolling, 1, 4, 296, 0.00, 4873.08341885, 7664.11680269, 288.869022846
Boomer, Patrolling, 0, 0, 296, 0.00, 4873.08341885, 7664.11680269, 288.869022846
Sharon, Patrolling, 2, 3, 262, 0.00, 7884.92724037, 4797.24283814, 245.647415638
Anders, Charging, 3, 5, 299, 0.00, 5065.2400856, 7606.90393686, 346.725610971
Tigh, Patrolling, 6, 9, 245, 0.00, 4201.82651281, 8548.25995827, 279.193737984
Boomer, Charging, 3, 0, 296, 0.00, 5048.3717289, 7664.11680269, 346.397887945
Sharon, Patrolling, 1, 7, 269, 0.00, 7884.92724037, 4797.24283814, 245.647415638
Tyrol, Patrolling, 4, 9, 257, 0.00, 4084.33339286, 8789.62122202, 252.32347703
Hera, Patrolling, 5, 9, 269, 0.00, 4723.88080525, 8108.85527635, 297.340800762
Sharon, Charging, 3, 0, 269, 0.00, 8049.44891047, 4797.24283814, 286.462319613
Sharon, Patrolling, 3, 0, 269, 0.00, 8049.44891047, 4797.24283814, 286.462319613
Tory, Patrolling, 2, 5, 221, 0.00, 4011.379004, 8762.60419083, 288.186566591
Leoben, Patrolling, 2, 0, 248, 0.00, 4419.72946692, 8505.0918169, 267.841096401
Tigh, Patrolling, 6, 8, 253, 0.00, 4201.82651281, 8548.25995827, 279.193737984
Tory, Patrolling, 1, 4, 225, 0.00, 4011.379004, 8762.60419083, 288.186566591
Tigh, Charging, 3, 8, 261, 0.00, 4393.72865677, 8548.25995827, 325.927408218
Hera, Patrolling, 5, 9, 279, 0.00, 4889.37789035, 8108.85527635, 297.340800762
Hera, Patrolling, 5, 1, 280, 0.00, 4889.37789035, 8108.85527635, 297.340800762
Tyrol, Patrolling, 4, 9, 267, 0.00, 4298.66319585, 8789.62122202, 252.32347703
Tyrol, Patrolling, 4, 1, 268, 0.00, 4298.66319585, 8789.62122202, 252.32347703
Leoben, Patrolling, 1, 9, 258, 0.00, 4608.65272593, 8505.0918169, 267.841096401
Caval, Patrolling, 2, 9, 206, 0.00, 3551.06612515, 9562.65860438, 299.655219793
Tory, Patrolling, 0, 9, 235, 0.00, 4383.58033109, 8762.60419083, 288.186566591
Hera, Patrolling, 6, 7, 287, 0.00, 4889.37789035, 8108.85527635, 297.340800762
Caprica, Patrolling, 4, 4, 224, 0.00, 4115.31073427, 8990.19769907, 310.081954718
Leoben, Patrolling, 1, 9, 268, 0.00, 4757.73562694, 8505.0918169, 267.841096401
Tyrol, Patrolling, 5, 8, 276, 0.00, 4298.66319585, 8789.62122202, 252.32347703
Hera, Charging, 3, 7, 294, 0.00, 5086.3498795, 8108.85527635, 353.824937582
Tory, Patrolling, 0, 9, 245, 0.00, 4524.76237726, 8762.60419083, 288.186566591
Tyrol, Patrolling, 6, 1, 277, 0.00, 4298.66319585, 8789.62122202, 252.32347703
Anders, Patrolling, 4, 0, 299, 0.00, 5065.2400856, 8171.68114495, 346.725610971
Caval, Patrolling, 2, 9, 216, 0.00, 3755.87494731, 9562.65860438, 299.655219793
Caprica, Patrolling, 5, 6, 230, 0.00, 4115.31073427, 8990.19769907, 310.081954718
Tyrol, Charging, 3, 1, 278, 0.00, 4551.51825285, 8789.62122202, 299.07058382
Leoben, Patrolling, 1, 9, 278, 0.00, 4956.99279976, 8505.0918169, 267.841096401
Tory, Patrolling, 0, 9, 255, 0.00, 4708.03352928, 8762.60419083, 288.186566591
Caprica, Patrolling, 6, 9, 240, 0.00, 4468.06834531, 8990.19769907, 310.081954718
Anders, Patrolling, 5, 9, 309, 0.00, 5252.70544863, 8171.68114495, 346.725610971
Tory, Patrolling, 0, 1, 256, 0.00, 4708.03352928, 8762.60419083, 288.186566591
Caval, Patrolling, 2, 8, 224, 0.00, 3755.87494731, 9562.65860438, 299.655219793
Leoben, Patrolling, 1, 9, 288, 0.00, 5044.63920474, 8505.0918169, 267.841096401
Caprica, Patrolling, 6, 9, 250, 0.00, 4523.42977524, 8990.19769907, 310.081954718
Tory, Charging, 3, 1, 257, 0.00, 4729.93355036, 8762.60419083, 335.433459759
Leoben, Patrolling, 1, 1, 289, 0.00, 5044.63920474, 8505.0918169, 267.841096401
Boomer, Patrolling, 4, 9, 306, 0.00, 5205.55756879, 8288.99305868, 346.397887945
Caprica, Patrolling, 6, 9, 260, 0.00, 4572.89940429, 8990.19769907, 310.081954718
Leoben, Charging, 3, 0, 289, 0.00, 5065.9496026, 8505.0918169, 302.864354372
Leoben, Patrolling, 3, 0, 289, 0.00, 5065.9496026, 8505.0918169, 302.864354372
Anders, Patrolling, 5, 9, 319, 0.00, 5395.83786678, 8171.68114495, 346.725610971
Caval, Patrolling, 1, 5, 229, 0.00, 3755.87494731, 9562.65860438, 299.655219793
Anders, Patrolling, 5, 9, 329, 0.00, 5441.05281687, 8171.68114495, 346.725610971
Boomer, Patrolling, 4, 9, 316, 0.00, 5329.2209518, 8288.99305868, 346.397887945
Sharon, Patrolling, 2, 2, 271, 0.00, 8049.44891047, 5567.13969302, 286.462319613
Caprica, Patrolling, 6, 9, 270, 0.00, 4702.29490232, 8990.19769907, 310.081954718
Anders, Patrolling, 5, 9, 339, 0.00, 5486.15045094, 8171.68114495, 346.725610971
Caval, Patrolling, 0, 3, 232, 0.00, 3755.87494731, 9562.65860438, 299.655219793
Caval, Charging, 3, 3, 235, 0.00, 4148.89422035, 9562.65860438, 347.458408833
Sharon, Patrolling, 1, 2, 273, 0.00, 8049.44891047, 5567.13969302, 286.462319613
Boomer, Patrolling, 4, 9, 326, 0.00, 5446.35179687, 8288.99305868, 346.397887945
Tigh, Patrolling, 2, 3, 264, 0.00, 4393.72865677, 9309.45642328, 325.927408218
Caprica, Patrolling, 6, 9, 280, 0.00, 4829.29978418, 8990.19769907, 310.081954718
Anders, Patrolling, 5, 9, 349, 0.00, 5617.94977498, 8171.68114495, 346.725610971
Boomer, Patrolling, 4, 9, 336, 0.00, 5501.9864459, 8288.99305868, 346.397887945
Boomer, Patrolling, 4, 9, 346, 0.00, 5551.62298989, 8288.99305868, 346.397887945
Sharon, Patrolling, 0, 9, 283, 0.00, 8358.92534947, 5567.13969302, 286.462319613
Caprica, Patrolling, 6, 5, 285, 0.00, 4829.29978418, 8990.19769907, 310.081954718
Anders, Patrolling, 5, 6, 355, 0.00, 5617.94977498, 8171.68114495, 346.725610971
Sharon, Patrolling, 0, 9, 293, 0.00, 8406.0432744, 5567.13969302, 286.462319613
Caprica, Charging, 3, 5, 290, 0.00, 4933.26664305, 8990.19769907, 352.08874464
Tigh, Patrolling, 1, 9, 274, 0.00, 4670.27172184, 9309.45642328, 325.927408218
Sharon, Patrolling, 0, 9, 303, 0.00, 8457.91755533, 5567.13969302, 286.462319613
Hera, Patrolling, 2, 9, 304, 0.00, 5256.67282248, 8719.75150633, 353.824937582
Sharon, Patrolling, 0, 9, 313, 0.00, 8505.9804883, 5567.13969302, 286.462319613
Anders, Patrolling, 6, 6, 361, 0.00, 5617.94977498, 8171.68114495, 346.725610971
Anders, Charging, 3, 6, 367, 0.00, 5845.26206589, 8171.68114495, 395.250159025
Sharon, Patrolling, 0, 9, 323, 0.00, 8559.82324433, 5567.13969302, 286.462319613
Tigh, Patrolling, 1, 9, 284, 0.00, 4809.01728868, 9309.45642328, 325.927408218
Sharon, Patrolling, 0, 9, 333, 0.00, 8611.11635232, 5567.13969302, 286.462319613
Hera, Patrolling, 2, 9, 314, 0.00, 5398.3514936, 8719.75150633, 353.824937582
Sharon, Patrolling, 0, 9, 343, 0.00, 8646.42054534, 5567.13969302, 286.462319613
Sharon, Patrolling, 0, 9, 353, 0.00, 8748.75947642, 5567.13969302, 286.462319613
Tigh, Patrolling, 1, 9, 294, 0.00, 4975.31643271, 9309.45642328, 325.927408218
Hera, Patrolling, 2, 9, 324, 0.00, 5574.94308376, 8719.75150633, 353.824937582
Tigh, Patrolling, 1, 7, 301, 0.00, 4975.31643271, 9309.45642328, 325.927408218
Sharon, Patrolling, 0, 9, 363, 0.00, 8896.03195429, 5567.13969302, 286.462319613
Tigh, Charging, 3, 7, 308, 0.00, 5095.3934896, 9309.45642328, 359.251894236
Sharon, Patrolling, 0, 2, 365, 0.00, 8896.03195429, 5567.13969302, 286.462319613
Hera, Patrolling, 2, 9, 334, 0.00, 5738.36542177, 8719.75150633, 353.824937582
Sharon, Charging, 3, 2, 367, 0.00, 8952.31359339, 5567.13969302, 320.058873653
Hera, Patrolling, 2, 3, 337, 0.00, 5738.36542177, 8719.75150633, 353.824937582
Hera, Charging, 3, 3, 340, 0.00, 5806.62562776, 8719.75150633, 382.819791555
