Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Leoben, Patrolling, 4, 9, 60, 0.00, 1048.29342294, 4979.54929519, 32.279282093
Boomer, Patrolling, 5, 9, 76, 0.00, 1313.04646325, 4704.81278396, 47.5626170635
Anders, Patrolling, 6, 4, 88, 0.00, 1363.32673335, 4618.20565104, 57.5086419582
Boomer, Patrolling, 5, 2, 78, 0.00, 1313.04646325, 4704.81278396, 47.5626170635
Hera, Patrolling, 2, 9, 68, 0.00, 1224.02181387, 4846.5652051, 56.0194480419
Leoben, Patrolling, 4, 4, 64, 0.00, 1048.29342294, 4979.54929519, 32.279282093
Anders, Charging, 3, 4, 92, 0.00, 1432.08855653, 4618.20565104, 114.01373601
Caprica, Patrolling, 0, 9, 78, 0.00, 1409.06286097, 4698.02223206, 57.3985359669
Boomer, Patrolling, 6, 1, 79, 0.00, 1313.04646325, 4704.81278396, 47.5626170635
Caprica, Patrolling, 0, 1, 79, 0.00, 1409.06286097, 4698.02223206, 57.3985359669
Tigh, Patrolling, 1, 9, 48, 0.00, 793.336806059, 5383.1454649, 45.1337571144
Boomer, Charging, 3, 1, 80, 0.00, 1425.51399136, 4704.81278396, 93.9778902531
Leoben, Patrolling, 5, 4, 68, 0.00, 1048.29342294, 4979.54929519, 32.279282093
Caprica, Charging, 3, 1, 80, 0.00, 1440.40892887, 4698.02223206, 116.345818996
Tigh, Patrolling, 1, 1, 49, 0.00, 793.336806059, 5383.1454649, 45.1337571144
Tory, Patrolling, 4, 1, 40, 0.00, 740.376512766, 5428.72329092, 47.6708910465
Tigh, Charging, 3, 1, 50, 0.00, 832.488727093, 5383.1454649, 88.2396700382
Hera, Patrolling, 2, 9, 78, 0.00, 1407.94358683, 4846.5652051, 56.0194480419
Hera, Patrolling, 2, 1, 79, 0.00, 1407.94358683, 4846.5652051, 56.0194480419
Hera, Patrolling, 1, 0, 79, 0.00, 1407.94358683, 4846.5652051, 56.0194480419
Caval, Patrolling, 2, 0, 50, 0.00, 747.840429783, 5566.56436133, 66.5714018345
Leoben, Patrolling, 6, 9, 78, 0.00, 1390.96736503, 4979.54929519, 32.279282093
Hera, Charging, 3, 0, 79, 0.00, 1458.52413177, 4846.5652051, 98.8919639587
Caval, Charging, 3, 0, 50, 0.00, 773.475869894, 5566.56436133, 97.9569027424
Caval, Patrolling, 3, 0, 50, 0.00, 773.475869894, 5566.56436133, 97.9569027424
Tory, Patrolling, 5, 9, 50, 0.00, 994.553979635, 5428.72329092, 47.6708910465
Tyrol, Patrolling, 4, 9, 50, 0.00, 858.853478909, 5584.41864109, 33.2553730011
Leoben, Patrolling, 6, 3, 81, 0.00, 1390.96736503, 4979.54929519, 32.279282093
Sharon, Patrolling, 2, 0, 47, 0.00, 4848.17776704, 1601.05802894, 18.5834298134
Leoben, Charging, 3, 3, 84, 0.00, 1481.40368104, 4979.54929519, 78.4459550381
Anders, Patrolling, 2, 0, 92, 0.00, 1432.08855653, 5008.38643408, 114.01373601
Sharon, Patrolling, 1, 3, 50, 0.00, 4848.17776704, 1601.05802894, 18.5834298134
Tory, Patrolling, 5, 9, 60, 0.00, 1169.24373674, 5428.72329092, 47.6708910465
Tyrol, Patrolling, 4, 9, 60, 0.00, 1029.12834501, 5584.41864109, 33.2553730011
Tory, Patrolling, 5, 1, 61, 0.00, 1169.24373674, 5428.72329092, 47.6708910465
Tyrol, Patrolling, 4, 3, 63, 0.00, 1029.12834501, 5584.41864109, 33.2553730011
Anders, Patrolling, 1, 9, 102, 0.00, 1616.87393641, 5008.38643408, 114.01373601
Sharon, Patrolling, 0, 9, 60, 0.00, 5152.49595618, 1601.05802894, 18.5834298134
Boomer, Patrolling, 2, 9, 90, 0.00, 1590.62995744, 5116.02221894, 93.9778902531
Tyrol, Patrolling, 5, 9, 73, 0.00, 1254.83269286, 5584.41864109, 33.2553730011
Tory, Patrolling, 6, 9, 71, 0.00, 1404.21932173, 5428.72329092, 47.6708910465
Anders, Patrolling, 1, 9, 112, 0.00, 1798.09947348, 5008.38643408, 114.01373601
Caprica, Patrolling, 4, 9, 90, 0.00, 1599.64285493, 5218.53552794, 116.345818996
Sharon, Patrolling, 0, 9, 70, 0.00, 5330.01694703, 1601.05802894, 18.5834298134
Boomer, Patrolling, 2, 9, 100, 0.00, 1742.51362443, 5116.02221894, 93.9778902531
Tory, Patrolling, 6, 3, 74, 0.00, 1404.21932173, 5428.72329092, 47.6708910465
Caprica, Patrolling, 4, 1, 91, 0.00, 1599.64285493, 5218.53552794, 116.345818996
Tyrol, Patrolling, 5, 7, 80, 0.00, 1254.83269286, 5584.41864109, 33.2553730011
Tory, Charging, 3, 3, 77, 0.00, 1477.23547673, 5428.72329092, 103.578271151
Tyrol, Charging, 3, 0, 80, 0.00, 1400.3863349, 5584.41864109, 78.8775908947
Tyrol, Patrolling, 3, 0, 80, 0.00, 1400.3863349, 5584.41864109, 78.8775908947
Boomer, Patrolling, 2, 9, 110, 0.00, 1901.51210761, 5116.02221894, 93.9778902531
Caprica, Patrolling, 5, 7, 98, 0.00, 1599.64285493, 5218.53552794, 116.345818996
Anders, Patrolling, 1, 9, 122, 0.00, 2007.19225264, 5008.38643408, 114.01373601
Caprica, Charging, 3, 0, 98, 0.00, 1794.62000084, 5218.53552794, 128.019640923
Caprica, Patrolling, 3, 0, 98, 0.00, 1794.62000084, 5218.53552794, 128.019640923
Tigh, Patrolling, 4, 1, 51, 0.00, 832.488727093, 6174.58631301, 88.2396700382
Sharon, Patrolling, 0, 9, 80, 0.00, 5549.48625708, 1601.05802894, 18.5834298134
Sharon, Patrolling, 0, 1, 81, 0.00, 5549.48625708, 1601.05802894, 18.5834298134
Hera, Patrolling, 4, 0, 79, 0.00, 1458.52413177, 5657.30588317, 98.8919639587
Sharon, Charging, 3, 1, 82, 0.00, 5569.53548098, 1601.05802894, 67.3676667213
Boomer, Patrolling, 2, 9, 120, 0.00, 2043.8273437, 5116.02221894, 93.9778902531
Tigh, Patrolling, 5, 4, 55, 0.00, 832.488727093, 6174.58631301, 88.2396700382
Anders, Patrolling, 1, 8, 130, 0.00, 2007.19225264, 5008.38643408, 114.01373601
Anders, Charging, 3, 8, 138, 0.00, 2159.06732965, 5008.38643408, 147.259971142
Boomer, Patrolling, 2, 3, 123, 0.00, 2043.8273437, 5116.02221894, 93.9778902531
Boomer, Patrolling, 1, 2, 125, 0.00, 2043.8273437, 5116.02221894, 93.9778902531
Leoben, Patrolling, 2, 0, 84, 0.00, 1481.40368104, 5800.00634623, 78.4459550381
Boomer, Charging, 3, 2, 127, 0.00, 2163.3500576, 5116.02221894, 136.689354181
Tigh, Patrolling, 6, 9, 65, 0.00, 1157.73394012, 6174.58631301, 88.2396700382
Hera, Patrolling, 5, 9, 89, 0.00, 1673.3512969, 5657.30588317, 98.8919639587
Leoben, Patrolling, 1, 2, 86, 0.00, 1481.40368104, 5800.00634623, 78.4459550381
Caval, Patrolling, 4, 9, 60, 0.00, 962.030585766, 6428.60289741, 97.9569027424
Tory, Patrolling, 2, 2, 79, 0.00, 1477.23547673, 5836.28090477, 103.578271151
Hera, Patrolling, 5, 9, 99, 0.00, 1824.1876328, 5657.30588317, 98.8919639587
Tigh, Patrolling, 6, 9, 75, 0.00, 1332.11554909, 6174.58631301, 88.2396700382
Caval, Patrolling, 4, 9, 70, 0.00, 1079.13781071, 6428.60289741, 97.9569027424
Leoben, Patrolling, 0, 9, 96, 0.00, 1750.97118688, 5800.00634623, 78.4459550381
Tory, Patrolling, 1, 9, 89, 0.00, 1733.37173152, 5836.28090477, 103.578271151
Tigh, Patrolling, 6, 9, 85, 0.00, 1442.22739601, 6174.58631301, 88.2396700382
Tyrol, Patrolling, 2, 9, 90, 0.00, 1569.73551178, 6064.24408913, 78.8775908947
Hera, Patrolling, 5, 9, 109, 0.00, 1979.40960479, 5657.30588317, 98.8919639587
Caval, Patrolling, 4, 9, 80, 0.00, 1225.99030662, 6428.60289741, 97.9569027424
Leoben, Patrolling, 0, 9, 106, 0.00, 1896.29600382, 5800.00634623, 78.4459550381
Tigh, Patrolling, 6, 4, 89, 0.00, 1442.22739601, 6174.58631301, 88.2396700382
Caval, Patrolling, 4, 3, 83, 0.00, 1225.99030662, 6428.60289741, 97.9569027424
Hera, Patrolling, 5, 5, 114, 0.00, 1979.40960479, 5657.30588317, 98.8919639587
Tigh, Charging, 3, 4, 93, 0.00, 1545.24113894, 6174.58631301, 134.573992014
Tyrol, Patrolling, 2, 9, 100, 0.00, 1711.45166183, 6064.24408913, 78.8775908947
Tory, Patrolling, 1, 9, 99, 0.00, 1917.27465057, 5836.28090477, 103.578271151
Hera, Patrolling, 6, 5, 119, 0.00, 1979.40960479, 5657.30588317, 98.8919639587
Leoben, Patrolling, 0, 9, 116, 0.00, 2074.12911391, 5800.00634623, 78.4459550381
Caprica, Patrolling, 4, 3, 101, 0.00, 1794.62000084, 5959.34204006, 128.019640923
Hera, Charging, 3, 5, 124, 0.00, 2193.03071976, 5657.30588317, 145.419595957
Caval, Patrolling, 5, 8, 91, 0.00, 1225.99030662, 6428.60289741, 97.9569027424
Tory, Patrolling, 1, 9, 109, 0.00, 2079.69197369, 5836.28090477, 103.578271151
Caval, Charging, 3, 0, 91, 0.00, 1495.9181695, 6428.60289741, 142.589310884
Tyrol, Patrolling, 2, 9, 110, 0.00, 1926.52945685, 6064.24408913, 78.8775908947
Caval, Patrolling, 3, 0, 91, 0.00, 1495.9181695, 6428.60289741, 142.589310884
Leoben, Patrolling, 0, 6, 122, 0.00, 2074.12911391, 5800.00634623, 78.4459550381
Caprica, Patrolling, 5, 6, 107, 0.00, 1794.62000084, 5959.34204006, 128.019640923
Leoben, Charging, 3, 6, 128, 0.00, 2209.28255701, 5800.00634623, 126.591479063
Tory, Patrolling, 1, 7, 116, 0.00, 2079.69197369, 5836.28090477, 103.578271151
Caprica, Charging, 3, 0, 107, 0.00, 2035.4264667, 5959.34204006, 173.126392841
Caprica, Patrolling, 3, 0, 107, 0.00, 2035.4264667, 5959.34204006, 173.126392841
Tory, Charging, 3, 7, 123, 0.00, 2211.19426179, 5836.28090477, 137.144921303
Sharon, Patrolling, 4, 4, 86, 0.00, 5569.53548098, 2461.17307901, 67.3676667213
Tyrol, Patrolling, 2, 9, 120, 0.00, 2103.69240975, 6064.24408913, 78.8775908947
Tyrol, Patrolling, 2, 1, 121, 0.00, 2103.69240975, 6064.24408913, 78.8775908947
Tyrol, Patrolling, 1, 0, 121, 0.00, 2103.69240975, 6064.24408913, 78.8775908947
Sharon, Patrolling, 5, 9, 96, 0.00, 5793.72907877, 2461.17307901, 67.3676667213
Anders, Patrolling, 4, 5, 143, 0.00, 2159.06732965, 5923.16230893, 147.259971142
Tyrol, Charging, 3, 0, 121, 0.00, 2160.48376679, 6064.24408913, 121.624532938
Sharon, Patrolling, 5, 3, 99, 0.00, 5793.72907877, 2461.17307901, 67.3676667213
Boomer, Patrolling, 2, 7, 134, 0.00, 2163.3500576, 6023.04716682, 136.689354181
Anders, Patrolling, 5, 9, 153, 0.00, 2446.00545764, 5923.16230893, 147.259971142
Boomer, Patrolling, 1, 3, 137, 0.00, 2163.3500576, 6023.04716682, 136.689354181
Sharon, Patrolling, 6, 9, 109, 0.00, 6024.61132979, 2461.17307901, 67.3676667213
Tigh, Patrolling, 4, 9, 103, 0.00, 1700.15813684, 6750.33968496, 134.573992014
Hera, Patrolling, 2, 3, 127, 0.00, 2193.03071976, 6178.81061029, 145.419595957
Anders, Patrolling, 5, 9, 163, 0.00, 2584.39660859, 5923.16230893, 147.259971142
Sharon, Patrolling, 6, 9, 119, 0.00, 6172.5336206, 2461.17307901, 67.3676667213
Tigh, Patrolling, 4, 9, 113, 0.00, 1855.09413791, 6750.33968496, 134.573992014
Boomer, Patrolling, 0, 9, 147, 0.00, 2590.12068462, 6023.04716682, 136.689354181
Hera, Patrolling, 1, 9, 137, 0.00, 2451.01276779, 6178.81061029, 145.419595957
Caval, Patrolling, 2, 9, 101, 0.00, 1660.65560842, 7004.66878533, 142.589310884
Sharon, Patrolling, 6, 6, 125, 0.00, 6172.5336206, 2461.17307901, 67.3676667213
Anders, Patrolling, 5, 8, 171, 0.00, 2584.39660859, 5923.16230893, 147.259971142
Tigh, Patrolling, 4, 6, 119, 0.00, 1855.09413791, 6750.33968496, 134.573992014
Sharon, Charging, 3, 6, 131, 0.00, 6302.20454454, 2461.17307901, 115.103494644
Boomer, Patrolling, 0, 9, 157, 0.00, 2739.08334875, 6023.04716682, 136.689354181
Hera, Patrolling, 1, 9, 147, 0.00, 2605.35269284, 6178.81061029, 145.419595957
Caval, Patrolling, 2, 9, 111, 0.00, 1809.15424824, 7004.66878533, 142.589310884
Anders, Patrolling, 6, 3, 174, 0.00, 2584.39660859, 5923.16230893, 147.259971142
Leoben, Patrolling, 4, 2, 130, 0.00, 2209.28255701, 6577.32222414, 126.591479063
Tigh, Patrolling, 5, 6, 125, 0.00, 1855.09413791, 6750.33968496, 134.573992014
Anders, Charging, 3, 3, 177, 0.00, 2889.27759862, 5923.16230893, 193.856596231
Boomer, Patrolling, 0, 8, 165, 0.00, 2739.08334875, 6023.04716682, 136.689354181
Caval, Patrolling, 2, 5, 116, 0.00, 1809.15424824, 7004.66878533, 142.589310884
Boomer, Charging, 3, 8, 173, 0.00, 2880.19402385, 6023.04716682, 185.008381128
Hera, Patrolling, 1, 8, 155, 0.00, 2605.35269284, 6178.81061029, 145.419595957
Leoben, Patrolling, 5, 9, 140, 0.00, 2437.30318308, 6577.32222414, 126.591479063
Tigh, Patrolling, 6, 7, 132, 0.00, 1855.09413791, 6750.33968496, 134.573992014
Caprica, Patrolling, 4, 9, 117, 0.00, 2170.0486846, 6839.64053512, 173.126392841
Tigh, Charging, 3, 7, 139, 0.00, 2262.0494678, 6750.33968496, 182.015228033
Caprica, Patrolling, 4, 1, 118, 0.00, 2170.0486846, 6839.64053512, 173.126392841
Leoben, Patrolling, 5, 3, 143, 0.00, 2437.30318308, 6577.32222414, 126.591479063
Caval, Patrolling, 1, 9, 126, 0.00, 2112.53427529, 7004.66878533, 142.589310884
Hera, Patrolling, 0, 6, 161, 0.00, 2605.35269284, 6178.81061029, 145.419595957
Hera, Charging, 3, 6, 167, 0.00, 2948.12586188, 6178.81061029, 193.088625908
Caval, Patrolling, 1, 2, 128, 0.00, 2112.53427529, 7004.66878533, 142.589310884
Tory, Patrolling, 2, 8, 131, 0.00, 2211.19426179, 6841.3561337, 137.144921303
Caval, Patrolling, 0, 2, 130, 0.00, 2112.53427529, 7004.66878533, 142.589310884
Caprica, Patrolling, 5, 9, 128, 0.00, 2398.39864564, 6839.64053512, 173.126392841
Caval, Charging, 3, 2, 132, 0.00, 2222.06400728, 7004.66878533, 190.509495974
Sharon, Patrolling, 2, 0, 131, 0.00, 6302.20454454, 2977.33611703, 115.103494644
Leoben, Patrolling, 6, 9, 153, 0.00, 2733.5047121, 6577.32222414, 126.591479063
Tyrol, Patrolling, 4, 9, 131, 0.00, 2331.32458091, 7012.19940114, 121.624532938
Sharon, Charging, 3, 0, 131, 0.00, 6352.74703455, 2977.33611703, 148.471851587
Sharon, Patrolling, 3, 0, 131, 0.00, 6352.74703455, 2977.33611703, 148.471851587
Tory, Patrolling, 1, 6, 137, 0.00, 2211.19426179, 6841.3561337, 137.144921303
Caprica, Patrolling, 5, 9, 138, 0.00, 2547.44725871, 6839.64053512, 173.126392841
Tory, Charging, 3, 0, 137, 0.00, 2542.5619998, 6841.3561337, 183.399196386
Tory, Patrolling, 3, 0, 137, 0.00, 2542.5619998, 6841.3561337, 183.399196386
Anders, Patrolling, 2, 0, 177, 0.00, 2889.27759862, 6513.65837288, 193.856596231
Tyrol, Patrolling, 4, 9, 141, 0.00, 2484.05973697, 7012.19940114, 121.624532938
Leoben, Patrolling, 6, 9, 163, 0.00, 2922.92115426, 6577.32222414, 126.591479063
Leoben, Patrolling, 6, 1, 164, 0.00, 2922.92115426, 6577.32222414, 126.591479063
Leoben, Charging, 3, 1, 165, 0.00, 2949.27864122, 6577.32222414, 173.024515152
Anders, Patrolling, 1, 3, 180, 0.00, 2889.27759862, 6513.65837288, 193.856596231
Caprica, Patrolling, 5, 9, 148, 0.00, 2693.22201252, 6839.64053512, 173.126392841
Boomer, Patrolling, 2, 4, 177, 0.00, 2880.19402385, 6588.23168969, 185.008381128
Caprica, Patrolling, 5, 4, 152, 0.00, 2693.22201252, 6839.64053512, 173.126392841
Tyrol, Patrolling, 4, 9, 151, 0.00, 2666.15457296, 7012.19940114, 121.624532938
Tyrol, Patrolling, 4, 0, 151, 0.00, 2666.15457296, 7012.19940114, 121.624532938
Caprica, Charging, 3, 4, 156, 0.00, 2764.98350668, 6839.64053512, 215.685249805
Hera, Patrolling, 4, 0, 167, 0.00, 2948.12586188, 6731.62056732, 193.088625908
Boomer, Patrolling, 1, 9, 187, 0.00, 3129.32547092, 6588.23168969, 185.008381128
Anders, Patrolling, 0, 9, 190, 0.00, 3216.81470942, 6513.65837288, 193.856596231
Tyrol, Patrolling, 5, 3, 154, 0.00, 2666.15457296, 7012.19940114, 121.624532938
Tigh, Patrolling, 2, 9, 149, 0.00, 2427.68637681, 7341.13747501, 182.015228033
Boomer, Patrolling, 1, 9, 197, 0.00, 3246.66736102, 6588.23168969, 185.008381128
Tyrol, Patrolling, 6, 3, 157, 0.00, 2666.15457296, 7012.19940114, 121.624532938
Caval, Patrolling, 4, 1, 133, 0.00, 2222.06400728, 7566.30182528, 190.509495974
Hera, Patrolling, 5, 8, 175, 0.00, 2948.12586188, 6731.62056732, 193.088625908
Tyrol, Charging, 3, 3, 160, 0.00, 2893.87308598, 7012.19940114, 178.968801022
Tigh, Patrolling, 2, 9, 159, 0.00, 2569.31145573, 7341.13747501, 182.015228033
Anders, Patrolling, 0, 9, 200, 0.00, 3393.50031447, 6513.65837288, 193.856596231
Caval, Patrolling, 5, 9, 143, 0.00, 2440.91622519, 7566.30182528, 190.509495974
Boomer, Patrolling, 1, 9, 207, 0.00, 3431.25401688, 6588.23168969, 185.008381128
Sharon, Patrolling, 4, 9, 141, 0.00, 6488.33992553, 3615.56023598, 148.471851587
Hera, Patrolling, 6, 9, 185, 0.00, 3348.27880692, 6731.62056732, 193.088625908
Tigh, Patrolling, 2, 9, 169, 0.00, 2751.74639273, 7341.13747501, 182.015228033
Anders, Patrolling, 0, 9, 210, 0.00, 3569.78460765, 6513.65837288, 193.856596231
Anders, Patrolling, 0, 1, 211, 0.00, 3569.78460765, 6513.65837288, 193.856596231
Boomer, Patrolling, 1, 7, 214, 0.00, 3431.25401688, 6588.23168969, 185.008381128
Tigh, Patrolling, 2, 3, 172, 0.00, 2751.74639273, 7341.13747501, 182.015228033
Anders, Charging, 3, 1, 212, 0.00, 3592.89621472, 6513.65837288, 241.912678242
Boomer, Patrolling, 0, 2, 216, 0.00, 3431.25401688, 6588.23168969, 185.008381128
Caval, Patrolling, 5, 9, 153, 0.00, 2629.06026936, 7566.30182528, 190.509495974
Sharon, Patrolling, 4, 9, 151, 0.00, 6660.39500237, 3615.56023598, 148.471851587
Tigh, Patrolling, 1, 3, 175, 0.00, 2751.74639273, 7341.13747501, 182.015228033
Boomer, Charging, 3, 2, 218, 0.00, 3609.052845, 6588.23168969, 232.584400892
Hera, Patrolling, 6, 9, 195, 0.00, 3523.24731898, 6731.62056732, 193.088625908
Tory, Patrolling, 2, 3, 140, 0.00, 2542.5619998, 7665.29783678, 183.399196386
Tigh, Patrolling, 0, 2, 177, 0.00, 2751.74639273, 7341.13747501, 182.015228033
Leoben, Patrolling, 2, 0, 165, 0.00, 2949.27864122, 7393.40789294, 173.024515152
Tigh, Charging, 3, 2, 179, 0.00, 2985.74701452, 7341.13747501, 230.327636957
Tory, Patrolling, 1, 4, 144, 0.00, 2542.5619998, 7665.29783678, 183.399196386
Caval, Patrolling, 5, 9, 163, 0.00, 2809.60197544, 7566.30182528, 190.509495974
Hera, Patrolling, 6, 7, 202, 0.00, 3523.24731898, 6731.62056732, 193.088625908
Sharon, Patrolling, 4, 9, 161, 0.00, 6832.31022239, 3615.56023598, 148.471851587
Hera, Charging, 3, 7, 209, 0.00, 3647.55466008, 6731.62056732, 239.482798815
Caval, Patrolling, 5, 3, 166, 0.00, 2809.60197544, 7566.30182528, 190.509495974
