Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Sharon, Patrolling, 4, 9, 30, 7.00, 476.00209713, 548.642989159, 0
Leoben, Patrolling, 5, 9, 30, 7.00, 560.336374998, 486.653311968, 0
Sharon, Patrolling, 4, 9, 40, 7.00, 520.806409121, 548.642989159, 0
Sharon, Patrolling, 4, 9, 50, 7.00, 563.494033098, 548.642989159, 0
Caval, Patrolling, 6, 9, 50, 7.00, 924.262506962, 191.662480116, 0
Sharon, Patrolling, 4, 9, 60, 7.00, 608.95105505, 548.642989159, 0
Caprica, Patrolling, 2, 9, 50, 7.00, 1015.93079996, 151.832598925, 0
Anders, Patrolling, 0, 9, 60, 7.00, 1150.80827308, 18.9571230412, 0
Boomer, Patrolling, 1, 9, 60, 7.00, 1091.75982571, 95.3051459789, 0
Sharon, Patrolling, 4, 9, 70, 7.00, 652.99819088, 548.642989159, 0
Leoben, Patrolling, 5, 9, 40, 7.00, 729.666743994, 486.653311968, 0
Sharon, Patrolling, 4, 9, 80, 7.00, 695.563305855, 548.642989159, 0
Caval, Patrolling, 6, 9, 60, 7.00, 1054.37266088, 191.662480116, 0
Sharon, Patrolling, 4, 9, 90, 7.00, 737.568061829, 548.642989159, 0
Sharon, Patrolling, 4, 9, 100, 7.00, 775.085131884, 548.642989159, 0
Caprica, Patrolling, 2, 9, 60, 7.00, 1184.1262238, 151.832598925, 0
Anders, Patrolling, 0, 9, 70, 7.00, 1336.832973, 18.9571230412, 0
Sharon, Patrolling, 4, 9, 110, 7.00, 822.232821941, 548.642989159, 0
Caval, Patrolling, 6, 9, 70, 7.00, 1202.52759099, 191.662480116, 0
Leoben, Patrolling, 5, 9, 50, 7.00, 917.055173874, 486.653311968, 0
Boomer, Patrolling, 1, 9, 70, 7.00, 1334.4256928, 95.3051459789, 0
Caprica, Patrolling, 2, 9, 70, 7.00, 1337.56099367, 151.832598925, 0
Caval, Patrolling, 6, 9, 80, 7.00, 1360.16538501, 191.662480116, 0
Leoben, Patrolling, 5, 9, 60, 7.00, 1080.95866489, 486.653311968, 0
Anders, Patrolling, 0, 9, 80, 7.00, 1553.53440785, 18.9571230412, 0
Boomer, Patrolling, 1, 9, 80, 7.00, 1495.58920383, 95.3051459789, 0
Anders, Patrolling, 0, 1, 81, 5.72, 1553.53440785, 18.9571230412, 0
Caprica, Patrolling, 2, 9, 80, 7.00, 1461.62841582, 151.832598925, 0
Boomer, Patrolling, 1, 1, 81, 1.63, 1495.58920383, 95.3051459789, 0
Sharon, Patrolling, 4, 9, 120, 7.00, 1084.86714792, 548.642989159, 0
Caprica, Patrolling, 2, 3, 83, -34.70, 1461.62841582, 151.832598925, 0
Leoben, Patrolling, 5, 9, 70, 7.00, 1252.76722789, 486.653311968, 0
Caval, Patrolling, 6, 7, 87, 5.54, 1360.16538501, 191.662480116, 0
Caprica, Charging, 3, 3, 86, -1875.86, 1551.36845279, 151.832598925, 176.442845821
Anders, Charging, 3, 1, 82, -3819.41, 1576.38385773, 18.9571230412, 303.157124996
Boomer, Charging, 3, 0, 81, -5585.51, 1535.06060672, 95.3051459789, 288.45776701
Leoben, Patrolling, 5, 9, 80, 7.00, 1434.35845089, 486.653311968, 0
Boomer, Patrolling, 3, 0, 81, 7.00, 1535.06060672, 95.3051459789, 288.45776701
Hera, Patrolling, 2, 0, 0, 7.00, 23.2981441021, 1803.91119909, 160.392959118
Tigh, Patrolling, 2, 6, 6, 7.00, 0, 1948.03796601, 0
Caval, Charging, 3, 7, 94, -5046.18, 1554.55113006, 191.662480116, 354.388237
Leoben, Patrolling, 5, 9, 90, 7.00, 1632.35437799, 486.653311968, 0
