Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Boomer, Patrolling, 1, 9, 110, 0.00, 1213.81314898, 94.0542728901, 0
Anders, Patrolling, 0, 9, 80, 0.00, 1303.91023016, 19.4886710644, 0
Leoben, Patrolling, 4, 9, 70, 0.00, 997.060506582, 327.596424103, 0
Boomer, Patrolling, 1, 9, 120, 0.00, 1252.327209, 94.0542728901, 0
Caval, Patrolling, 6, 9, 130, 0.00, 1173.07469249, 192.205764055, 0
Leoben, Patrolling, 4, 9, 80, 0.00, 1042.41283941, 327.596424103, 0
Caprica, Patrolling, 2, 9, 80, 0.00, 1233.6410749, 151.790525198, 0
Boomer, Patrolling, 1, 9, 130, 0.00, 1305.67985487, 94.0542728901, 0
Leoben, Patrolling, 4, 9, 90, 0.00, 1084.57026649, 327.596424103, 0
Anders, Patrolling, 0, 5, 85, 0.00, 1303.91023016, 19.4886710644, 0
Boomer, Patrolling, 1, 6, 136, 0.00, 1305.67985487, 94.0542728901, 0
Hera, Patrolling, 5, 9, 70, 0.00, 1191.11313915, 269.511768818, 0
Leoben, Patrolling, 4, 9, 100, 0.00, 1134.94359946, 327.596424103, 0
Boomer, Charging, 3, 0, 136, 0.00, 1350.82717991, 94.0542728901, 39.0198731422
Anders, Charging, 3, 5, 90, 0.00, 1412.51049924, 19.4886710644, 57.4792160988
Boomer, Patrolling, 3, 0, 136, 0.00, 1350.82717991, 94.0542728901, 39.0198731422
Leoben, Patrolling, 4, 9, 110, 0.00, 1181.53596234, 327.596424103, 0
Caprica, Patrolling, 2, 7, 87, 0.00, 1233.6410749, 151.790525198, 0
Caval, Patrolling, 6, 9, 140, 0.00, 1371.74027658, 192.205764055, 0
Hera, Patrolling, 5, 9, 80, 0.00, 1298.08844924, 269.511768818, 0
Caprica, Patrolling, 1, 3, 90, 0.00, 1233.6410749, 151.790525198, 0
Hera, Patrolling, 5, 9, 90, 0.00, 1339.22374129, 269.511768818, 0
Caprica, Patrolling, 0, 0, 90, 0.00, 1233.6410749, 151.790525198, 0
Sharon, Patrolling, 2, 2, 2, 0.00, 0, 1562.31359482, 0
Hera, Patrolling, 5, 9, 100, 0.00, 1383.97738028, 269.511768818, 0
Caprica, Charging, 3, 0, 90, 0.00, 1477.43139696, 151.790525198, 57.2428719997
Sharon, Patrolling, 1, 1, 3, 0.00, 0, 1562.31359482, 0
Caval, Patrolling, 6, 9, 150, 0.00, 1535.51734042, 192.205764055, 0
Hera, Patrolling, 5, 9, 110, 0.00, 1485.51518035, 269.511768818, 0
Tigh, Patrolling, 2, 2, 2, 0.00, 0, 1688.50790405, 0
Hera, Patrolling, 5, 5, 115, 0.00, 1485.51518035, 269.511768818, 0
Sharon, Patrolling, 0, 9, 13, 0.00, 292.604786158, 1562.31359482, 0
Caval, Patrolling, 6, 9, 160, 0.00, 1683.64613342, 192.205764055, 0
Hera, Charging, 3, 5, 120, 0.00, 1578.22042227, 269.511768818, 32.3180840015
Caval, Patrolling, 6, 1, 161, 0.00, 1683.64613342, 192.205764055, 0
Caval, Charging, 3, 1, 162, 0.00, 1716.39996433, 192.205764055, 27.8997080326
Tigh, Patrolling, 1, 9, 12, 0.00, 248.460697889, 1688.50790405, 0
Tory, Patrolling, 2, 9, 10, 0.00, 151.369884968, 1808.07738495, 0
Sharon, Patrolling, 0, 9, 23, 0.00, 455.144764185, 1562.31359482, 0
Tigh, Patrolling, 1, 9, 22, 0.00, 394.733986855, 1688.50790405, 0
Tory, Patrolling, 2, 9, 20, 0.00, 316.802241802, 1808.07738495, 0
Sharon, Patrolling, 0, 9, 33, 0.00, 601.91391325, 1562.31359482, 0
Tigh, Patrolling, 1, 9, 32, 0.00, 535.232269764, 1688.50790405, 0
Tory, Patrolling, 2, 9, 30, 0.00, 441.502995729, 1808.07738495, 0
Sharon, Patrolling, 0, 9, 43, 0.00, 781.394631386, 1562.31359482, 0
Tigh, Patrolling, 1, 9, 42, 0.00, 706.185732841, 1688.50790405, 0
Tory, Patrolling, 2, 9, 40, 0.00, 590.980814695, 1808.07738495, 0
Sharon, Patrolling, 0, 9, 53, 0.00, 889.016921282, 1562.31359482, 0
Tigh, Patrolling, 1, 9, 52, 0.00, 839.839462996, 1688.50790405, 0
Tory, Patrolling, 2, 9, 50, 0.00, 777.60760355, 1808.07738495, 0
Sharon, Patrolling, 0, 9, 63, 0.00, 1033.07340741, 1562.31359482, 0
Tigh, Patrolling, 1, 9, 62, 0.00, 1006.22718692, 1688.50790405, 0
Sharon, Patrolling, 0, 9, 73, 0.00, 1169.10689855, 1562.31359482, 0
Tory, Patrolling, 2, 9, 60, 0.00, 949.858711481, 1808.07738495, 0
Tigh, Patrolling, 1, 9, 72, 0.00, 1174.91876984, 1688.50790405, 0
Tory, Patrolling, 2, 9, 70, 0.00, 1071.36833262, 1808.07738495, 0
Sharon, Patrolling, 0, 9, 83, 0.00, 1342.64240646, 1562.31359482, 0
Tigh, Patrolling, 1, 9, 82, 0.00, 1316.76041579, 1688.50790405, 0
Tory, Patrolling, 2, 9, 80, 0.00, 1209.79384947, 1808.07738495, 0
Sharon, Patrolling, 0, 8, 91, 0.00, 1342.64240646, 1562.31359482, 0
Sharon, Charging, 3, 8, 99, 0.00, 1511.64006639, 1562.31359482, 57.0111041069
Tory, Patrolling, 2, 9, 90, 0.00, 1350.98006344, 1808.07738495, 0
Tigh, Patrolling, 1, 9, 92, 0.00, 1520.56697679, 1688.50790405, 0
Tigh, Patrolling, 1, 3, 95, 0.00, 1520.56697679, 1688.50790405, 0
Tigh, Charging, 3, 3, 98, 0.00, 1555.44909072, 1688.50790405, 46.236166954
Tory, Patrolling, 2, 9, 100, 0.00, 1515.69670439, 1808.07738495, 0
Tory, Patrolling, 2, 7, 107, 0.00, 1515.69670439, 1808.07738495, 0
Tory, Charging, 3, 7, 114, 0.00, 1646.24042726, 1808.07738495, 22.6848919392
