Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Boomer, Patrolling, 0, 4, 78, 0.00, 1278.9085362, 73.027107954, 0
Caprica, Patrolling, 1, 6, 78, 0.00, 1229.46861696, 128.449795961, 0
Caval, Patrolling, 6, 9, 280, 0.00, 1318.39141297, 167.442610025, 0
Sharon, Patrolling, 2, 8, 68, 0.00, 953.681808949, 411.536561012, 0
Boomer, Charging, 3, 4, 82, 0.00, 1388.23184633, 73.027107954, 47.7699999809
Leoben, Patrolling, 4, 9, 80, 0.00, 1213.70569396, 301.46856308, 0
Caval, Patrolling, 6, 9, 290, 0.00, 1364.93426585, 167.442610025, 0
Caprica, Patrolling, 0, 4, 82, 0.00, 1229.46861696, 128.449795961, 0
Sharon, Patrolling, 1, 3, 71, 0.00, 953.681808949, 411.536561012, 0
Caval, Patrolling, 6, 9, 300, 0.00, 1410.26964092, 167.442610025, 0
Tigh, Patrolling, 2, 1, 1, 0.00, 0, 1545.31077695, 0
Hera, Patrolling, 5, 9, 90, 0.00, 1367.2278223, 244.468203783, 0
Caprica, Charging, 3, 4, 86, 0.00, 1436.6078341, 128.449795961, 47.4223351479
Caval, Patrolling, 6, 9, 310, 0.00, 1459.54255986, 167.442610025, 0
Leoben, Patrolling, 4, 9, 90, 0.00, 1328.97725391, 301.46856308, 0
Caval, Patrolling, 6, 9, 320, 0.00, 1501.24199271, 167.442610025, 0
Caval, Patrolling, 6, 9, 330, 0.00, 1543.24556971, 167.442610025, 0
Tigh, Patrolling, 1, 9, 11, 0.00, 180.875895023, 1545.31077695, 0
Hera, Patrolling, 5, 9, 100, 0.00, 1504.55881643, 244.468203783, 0
Caval, Patrolling, 6, 9, 340, 0.00, 1585.93488359, 167.442610025, 0
Sharon, Patrolling, 0, 9, 81, 0.00, 1342.89208484, 411.536561012, 0
Hera, Patrolling, 5, 1, 101, 0.00, 1504.55881643, 244.468203783, 0
Leoben, Patrolling, 4, 6, 96, 0.00, 1328.97725391, 301.46856308, 0
Caval, Patrolling, 6, 9, 350, 0.00, 1628.82473159, 167.442610025, 0
Hera, Charging, 3, 1, 102, 0.00, 1525.0704875, 244.468203783, 32.2514109612
Leoben, Patrolling, 5, 0, 96, 0.00, 1328.97725391, 301.46856308, 0
Anders, Patrolling, 2, 9, 10, 0.00, 186.799638033, 1608.45208502, 21.3741130829
Caval, Patrolling, 6, 9, 360, 0.00, 1668.23681355, 167.442610025, 0
Leoben, Charging, 3, 0, 96, 0.00, 1509.08835697, 301.46856308, 41.1989140511
Boomer, Patrolling, 4, 0, 82, 0.00, 1388.23184633, 395.893493891, 47.7699999809
Tigh, Patrolling, 1, 9, 21, 0.00, 326.442476988, 1545.31077695, 0
Sharon, Patrolling, 0, 9, 91, 0.00, 1484.94708776, 411.536561012, 0
Caval, Patrolling, 6, 9, 370, 0.00, 1745.26146054, 167.442610025, 0
Sharon, Patrolling, 0, 2, 93, 0.00, 1484.94708776, 411.536561012, 0
Anders, Patrolling, 2, 8, 18, 0.00, 186.799638033, 1608.45208502, 21.3741130829
Sharon, Charging, 3, 2, 95, 0.00, 1519.63063979, 411.536561012, 57.0354402065
Tigh, Patrolling, 1, 7, 28, 0.00, 326.442476988, 1545.31077695, 0
Boomer, Patrolling, 5, 9, 92, 0.00, 1593.76953626, 395.893493891, 47.7699999809
Caval, Patrolling, 6, 9, 380, 0.00, 1894.96524858, 167.442610025, 0
