Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Caprica, Patrolling, 1, 2, 77, 0.00, 1272.36769891, 152.554960012, 0
Tigh, Patrolling, 2, 0, 0, 0.00, 0, 1605.78535485, 0
Caval, Patrolling, 6, 9, 120, 0.00, 1467.90442276, 193.15535903, 0
Caval, Patrolling, 6, 9, 130, 0.00, 1504.59694982, 193.15535903, 0
Caprica, Patrolling, 0, 3, 80, 0.00, 1272.36769891, 152.554960012, 0
Hera, Patrolling, 5, 9, 80, 0.00, 1452.9845953, 272.791074991, 0
Leoben, Patrolling, 2, 0, 0, 0.00, 3.82813000679, 1664.35408115, 29.4769492149
Sharon, Patrolling, 4, 9, 70, 0.00, 1338.7180469, 397.970363855, 0
Caval, Patrolling, 6, 9, 140, 0.00, 1553.66130185, 193.15535903, 0
Caprica, Charging, 3, 3, 83, 0.00, 1556.14427686, 152.554960012, 48.282763958
Caval, Patrolling, 6, 9, 150, 0.00, 1595.22716784, 193.15535903, 0
Tigh, Patrolling, 1, 5, 5, 0.00, 0, 1605.78535485, 0
Hera, Patrolling, 5, 9, 90, 0.00, 1603.68108034, 272.791074991, 0
Hera, Patrolling, 5, 0, 90, 0.00, 1603.68108034, 272.791074991, 0
Sharon, Patrolling, 4, 8, 78, 0.00, 1338.7180469, 397.970363855, 0
Caval, Patrolling, 6, 9, 160, 0.00, 1722.59189892, 193.15535903, 0
Hera, Charging, 3, 0, 90, 0.00, 1625.92512226, 272.791074991, 33.8039081097
Caval, Patrolling, 6, 1, 161, 0.00, 1722.59189892, 193.15535903, 0
Leoben, Patrolling, 1, 9, 10, 0.00, 262.978279829, 1664.35408115, 29.4769492149
Caval, Charging, 3, 1, 162, 0.00, 1751.67427993, 193.15535903, 33.502300024
Boomer, Patrolling, 4, 0, 83, 0.00, 1403.05540895, 512.864015818, 47.4797058105
Sharon, Patrolling, 5, 4, 82, 0.00, 1338.7180469, 397.970363855, 0
Tigh, Patrolling, 0, 9, 15, 0.00, 425.674024105, 1605.78535485, 0
Sharon, Patrolling, 6, 0, 82, 0.00, 1338.7180469, 397.970363855, 0
Anders, Patrolling, 2, 9, 92, 0.00, 1711.34284592, 314.709942818, 51.2385289669
Sharon, Charging, 3, 0, 82, 0.00, 1645.51414394, 397.970363855, 56.7947700024
Boomer, Patrolling, 5, 4, 87, 0.00, 1403.05540895, 512.864015818, 47.4797058105
Leoben, Patrolling, 1, 9, 20, 0.00, 447.932379961, 1664.35408115, 29.4769492149
Caprica, Patrolling, 4, 3, 86, 0.00, 1556.14427686, 461.486000061, 48.282763958
Tigh, Patrolling, 0, 9, 25, 0.00, 557.541490078, 1605.78535485, 0
Anders, Patrolling, 2, 9, 102, 0.00, 1864.78137398, 314.709942818, 51.2385289669
