Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Caval, Patrolling, 6, 9, 60, 0.00, 698.928515911, 190.537564993, 0
Caval, Patrolling, 6, 9, 70, 0.00, 738.678702831, 190.537564993, 0
Anders, Patrolling, 0, 9, 60, 0.00, 932.658138275, 19.3649530411, 0
Hera, Patrolling, 5, 9, 40, 0.00, 729.068484306, 267.118841887, 0
Leoben, Patrolling, 4, 9, 40, 0.00, 670.889866829, 325.49992609, 0
Boomer, Patrolling, 1, 9, 50, 0.00, 921.523713827, 93.8250610828, 0
Caval, Patrolling, 6, 9, 80, 0.00, 868.634707689, 190.537564993, 0
Caprica, Patrolling, 2, 9, 50, 0.00, 950.550608635, 150.574257135, 0
Hera, Patrolling, 5, 9, 50, 0.00, 841.578062534, 267.118841887, 0
Anders, Patrolling, 0, 9, 70, 0.00, 1097.79866314, 19.3649530411, 0
Boomer, Patrolling, 1, 9, 60, 0.00, 1065.15223169, 93.8250610828, 0
Leoben, Patrolling, 4, 9, 50, 0.00, 866.999172926, 325.49992609, 0
Caval, Patrolling, 6, 9, 90, 0.00, 1043.59485173, 190.537564993, 0
Caprica, Patrolling, 2, 9, 60, 0.00, 1122.8308177, 150.574257135, 0
Hera, Patrolling, 5, 9, 60, 0.00, 1009.21639061, 267.118841887, 0
Anders, Patrolling, 0, 9, 80, 0.00, 1303.39585924, 19.3649530411, 0
Boomer, Patrolling, 1, 9, 70, 0.00, 1235.17505264, 93.8250610828, 0
Leoben, Patrolling, 4, 9, 60, 0.00, 1030.27753901, 325.49992609, 0
Caval, Patrolling, 6, 9, 100, 0.00, 1186.42243481, 190.537564993, 0
Caprica, Patrolling, 2, 9, 70, 0.00, 1289.24180865, 150.574257135, 0
Anders, Patrolling, 0, 9, 90, 0.00, 1444.52295518, 19.3649530411, 0
Boomer, Patrolling, 1, 6, 76, 0.00, 1235.17505264, 93.8250610828, 0
Hera, Patrolling, 5, 9, 70, 0.00, 1208.33947968, 267.118841887, 0
Caprica, Patrolling, 2, 2, 72, 0.00, 1289.24180865, 150.574257135, 0
Boomer, Charging, 3, 6, 82, 0.00, 1375.89160156, 93.8250610828, 43.024668932
Anders, Patrolling, 0, 2, 92, 0.00, 1444.52295518, 19.3649530411, 0
Leoben, Patrolling, 4, 9, 70, 0.00, 1203.44604683, 325.49992609, 0
Caval, Patrolling, 6, 9, 110, 0.00, 1345.34973383, 190.537564993, 0
Caprica, Patrolling, 1, 4, 76, 0.00, 1289.24180865, 150.574257135, 0
Anders, Charging, 3, 2, 94, 0.00, 1505.23108006, 19.3649530411, 47.3444399834
Caprica, Patrolling, 0, 0, 76, 0.00, 1289.24180865, 150.574257135, 0
Sharon, Patrolling, 2, 3, 3, 0.00, 0, 1513.76038909, 0
Caprica, Charging, 3, 0, 76, 0.00, 1434.36513162, 150.574257135, 56.6878659725
Sharon, Patrolling, 1, 5, 8, 0.00, 0, 1513.76038909, 0
Leoben, Patrolling, 4, 9, 80, 0.00, 1358.8624258, 325.49992609, 0
Hera, Patrolling, 5, 9, 80, 0.00, 1430.23604751, 267.118841887, 0
Tigh, Patrolling, 2, 2, 2, 0.00, 0, 1637.59247208, 0
Caval, Patrolling, 6, 9, 120, 0.00, 1526.61776686, 190.537564993, 0
Hera, Patrolling, 5, 4, 84, 0.00, 1430.23604751, 267.118841887, 0
Leoben, Patrolling, 4, 5, 85, 0.00, 1358.8624258, 325.49992609, 0
Caval, Patrolling, 6, 5, 125, 0.00, 1526.61776686, 190.537564993, 0
Hera, Charging, 3, 4, 88, 0.00, 1527.45295858, 267.118841887, 32.5053670406
Tigh, Patrolling, 1, 9, 12, 0.00, 215.42987299, 1637.59247208, 0
Caval, Charging, 3, 5, 130, 0.00, 1629.98115802, 190.537564993, 41.889218092
Leoben, Patrolling, 5, 3, 88, 0.00, 1358.8624258, 325.49992609, 0
Sharon, Patrolling, 0, 9, 18, 0.00, 362.93330884, 1513.76038909, 0
Leoben, Patrolling, 6, 0, 88, 0.00, 1358.8624258, 325.49992609, 0
Tyrol, Patrolling, 4, 2, 2, 0.00, 0, 1853.90261292, 0
Leoben, Charging, 3, 0, 88, 0.00, 1569.89246583, 325.49992609, 56.3507988453
Boomer, Patrolling, 4, 0, 82, 0.00, 1375.89160156, 530.243780136, 43.024668932
Tigh, Patrolling, 1, 9, 22, 0.00, 334.283307076, 1637.59247208, 0
Tory, Patrolling, 2, 9, 10, 0.00, 223.173031092, 1759.26944089, 0
Tyrol, Patrolling, 5, 4, 6, 0.00, 0, 1853.90261292, 0
Sharon, Patrolling, 0, 9, 28, 0.00, 540.671522856, 1513.76038909, 0
Tigh, Patrolling, 1, 9, 32, 0.00, 477.85886097, 1637.59247208, 0
Boomer, Patrolling, 5, 9, 92, 0.00, 1561.77271676, 530.243780136, 43.024668932
Tory, Patrolling, 2, 9, 20, 0.00, 409.212797165, 1759.26944089, 0
Tyrol, Patrolling, 6, 9, 16, 0.00, 316.288755178, 1853.90261292, 0
Anders, Patrolling, 4, 9, 104, 0.00, 1693.53442883, 497.60710907, 47.3444399834
Sharon, Patrolling, 0, 9, 38, 0.00, 742.378083944, 1513.76038909, 0
Tigh, Patrolling, 1, 9, 42, 0.00, 654.868746758, 1637.59247208, 0
Boomer, Patrolling, 5, 9, 102, 0.00, 1753.24629593, 530.243780136, 43.024668932
Tyrol, Patrolling, 6, 9, 26, 0.00, 478.692506313, 1853.90261292, 0
Tory, Patrolling, 2, 9, 30, 0.00, 594.24441433, 1759.26944089, 0
Tyrol, Patrolling, 6, 9, 36, 0.00, 533.011755466, 1853.90261292, 0
Anders, Patrolling, 4, 9, 114, 0.00, 1848.65611386, 497.60710907, 47.3444399834
Tyrol, Patrolling, 6, 9, 46, 0.00, 586.19413662, 1853.90261292, 0
Sharon, Patrolling, 0, 9, 48, 0.00, 946.445104837, 1513.76038909, 0
Tigh, Patrolling, 1, 9, 52, 0.00, 828.819710732, 1637.59247208, 0
Tyrol, Patrolling, 6, 9, 56, 0.00, 632.489924431, 1853.90261292, 0
Boomer, Patrolling, 5, 9, 112, 0.00, 1925.03993607, 530.243780136, 43.024668932
Tory, Patrolling, 2, 9, 40, 0.00, 745.114241362, 1759.26944089, 0
Anders, Patrolling, 4, 9, 124, 0.00, 1973.68989182, 497.60710907, 47.3444399834
Tyrol, Patrolling, 6, 9, 66, 0.00, 712.771762609, 1853.90261292, 0
Anders, Patrolling, 4, 9, 134, 0.00, 2028.04692078, 497.60710907, 47.3444399834
Sharon, Patrolling, 0, 9, 58, 0.00, 1091.20379496, 1513.76038909, 0
Anders, Patrolling, 4, 9, 144, 0.00, 2078.72503281, 497.60710907, 47.3444399834
Tigh, Patrolling, 1, 9, 62, 0.00, 1004.40680265, 1637.59247208, 0
Anders, Patrolling, 4, 9, 154, 0.00, 2122.80488372, 497.60710907, 47.3444399834
Boomer, Patrolling, 5, 9, 122, 0.00, 2109.02731919, 530.243780136, 43.024668932
Tory, Patrolling, 2, 9, 50, 0.00, 951.446157217, 1759.26944089, 0
Tyrol, Patrolling, 6, 9, 76, 0.00, 886.113710642, 1853.90261292, 0
Sharon, Patrolling, 0, 9, 68, 0.00, 1255.00938892, 1513.76038909, 0
Tigh, Patrolling, 1, 9, 72, 0.00, 1173.05870867, 1637.59247208, 0
Boomer, Patrolling, 5, 9, 132, 0.00, 2281.51382923, 530.243780136, 43.024668932
Tory, Patrolling, 2, 9, 60, 0.00, 1124.77243829, 1759.26944089, 0
Tyrol, Patrolling, 6, 9, 86, 0.00, 1038.07175469, 1853.90261292, 0
Sharon, Patrolling, 0, 9, 78, 0.00, 1441.18048787, 1513.76038909, 0
Tigh, Patrolling, 1, 9, 82, 0.00, 1347.57406378, 1637.59247208, 0
Boomer, Patrolling, 5, 9, 142, 0.00, 2458.86851525, 530.243780136, 43.024668932
Tory, Patrolling, 2, 9, 70, 0.00, 1295.83327842, 1759.26944089, 0
Sharon, Patrolling, 0, 7, 85, 0.00, 1441.18048787, 1513.76038909, 0
Tigh, Patrolling, 1, 4, 86, 0.00, 1347.57406378, 1637.59247208, 0
Tyrol, Patrolling, 6, 9, 96, 0.00, 1253.64438868, 1853.90261292, 0
Tory, Patrolling, 2, 1, 71, 0.00, 1295.83327842, 1759.26944089, 0
Sharon, Charging, 3, 7, 92, 0.00, 1560.66887307, 1513.76038909, 57.7110300064
Boomer, Patrolling, 5, 9, 152, 0.00, 2605.57032824, 530.243780136, 43.024668932
Tigh, Patrolling, 0, 9, 96, 0.00, 1620.61722589, 1637.59247208, 0
Tyrol, Patrolling, 6, 9, 106, 0.00, 1436.61380982, 1853.90261292, 0
Tory, Patrolling, 1, 9, 81, 0.00, 1531.3536365, 1759.26944089, 0
Boomer, Patrolling, 5, 9, 162, 0.00, 2743.45149326, 530.243780136, 43.024668932
Tigh, Patrolling, 0, 5, 101, 0.00, 1620.61722589, 1637.59247208, 0
Tory, Patrolling, 1, 3, 84, 0.00, 1531.3536365, 1759.26944089, 0
Caprica, Patrolling, 2, 9, 86, 0.00, 1638.06560659, 1672.4859271, 56.6878659725
Caprica, Patrolling, 2, 0, 86, 0.00, 1638.06560659, 1672.4859271, 56.6878659725
Tory, Charging, 3, 3, 87, 0.00, 1601.88042355, 1759.26944089, 33.3852229118
Tigh, Charging, 3, 5, 106, 0.00, 1717.04018497, 1637.59247208, 57.8296358585
Hera, Patrolling, 2, 0, 88, 0.00, 1527.45295858, 1847.41477489, 32.5053670406
Tyrol, Patrolling, 6, 9, 116, 0.00, 1600.47126484, 1853.90261292, 0
Caprica, Patrolling, 1, 9, 96, 0.00, 1764.7585206, 1672.4859271, 56.6878659725
Boomer, Patrolling, 5, 8, 170, 0.00, 2743.45149326, 530.243780136, 43.024668932
Caprica, Patrolling, 1, 9, 106, 0.00, 1808.26127458, 1672.4859271, 56.6878659725
Boomer, Charging, 3, 8, 178, 0.00, 2946.10196924, 530.243780136, 75.6775038242
Caprica, Patrolling, 1, 9, 116, 0.00, 1861.3798697, 1672.4859271, 56.6878659725
Tyrol, Patrolling, 6, 9, 126, 0.00, 1749.18488574, 1853.90261292, 0
Hera, Patrolling, 1, 9, 98, 0.00, 1741.0842557, 1847.41477489, 32.5053670406
Caprica, Patrolling, 1, 9, 126, 0.00, 1908.50919175, 1672.4859271, 56.6878659725
