Names, Status, Location, Laps, Total Laps, Battery, Active Time, Idle Time, Return Time
Leoben, Patrolling, 4, 9, 60, 0.00, 793.670830011, 321.761535883, 0
Caval, Patrolling, 6, 9, 70, 0.00, 941.29794693, 188.845242977, 0
Anders, Patrolling, 0, 9, 70, 0.00, 1146.009372, 18.9419560432, 0
Caprica, Patrolling, 2, 9, 60, 0.00, 1018.55273151, 149.089935064, 0
Hera, Patrolling, 5, 9, 60, 0.00, 906.638478279, 265.530828953, 0
Boomer, Patrolling, 1, 9, 70, 0.00, 1130.27506971, 92.2845380306, 0
Leoben, Patrolling, 4, 9, 70, 0.00, 941.572659969, 321.761535883, 0
Caval, Patrolling, 6, 9, 80, 0.00, 1080.58205581, 188.845242977, 0
Hera, Patrolling, 5, 9, 70, 0.00, 1023.83714223, 265.530828953, 0
Anders, Patrolling, 0, 9, 80, 0.00, 1298.87206483, 18.9419560432, 0
Caprica, Patrolling, 2, 9, 70, 0.00, 1177.89929032, 149.089935064, 0
Boomer, Patrolling, 1, 9, 80, 0.00, 1266.95464754, 92.2845380306, 0
Leoben, Patrolling, 4, 9, 80, 0.00, 1087.53093004, 321.761535883, 0
Caval, Patrolling, 6, 9, 90, 0.00, 1229.09105086, 188.845242977, 0
Hera, Patrolling, 5, 9, 80, 0.00, 1177.6561861, 265.530828953, 0
Anders, Patrolling, 0, 7, 87, 0.00, 1298.87206483, 18.9419560432, 0
Boomer, Patrolling, 1, 5, 85, 0.00, 1266.95464754, 92.2845380306, 0
Caprica, Patrolling, 2, 7, 77, 0.00, 1177.89929032, 149.089935064, 0
Anders, Charging, 3, 7, 94, 0.00, 1454.8324368, 18.9419560432, 47.6954791546
Caval, Patrolling, 6, 9, 100, 0.00, 1371.79335594, 188.845242977, 0
Leoben, Patrolling, 4, 9, 90, 0.00, 1246.59466791, 321.761535883, 0
Boomer, Patrolling, 0, 4, 89, 0.00, 1266.95464754, 92.2845380306, 0
Caprica, Patrolling, 1, 2, 79, 0.00, 1177.89929032, 149.089935064, 0
Caprica, Patrolling, 0, 0, 79, 0.00, 1177.89929032, 149.089935064, 0
Boomer, Charging, 3, 4, 93, 0.00, 1479.68381357, 92.2845380306, 57.1097741127
Sharon, Patrolling, 2, 2, 2, 0.00, 0, 1561.99931216, 0
Hera, Patrolling, 5, 9, 90, 0.00, 1371.44910717, 265.530828953, 0
Caval, Patrolling, 6, 6, 106, 0.00, 1371.79335594, 188.845242977, 0
Caprica, Charging, 3, 0, 79, 0.00, 1475.25079036, 149.089935064, 57.2578251362
Leoben, Patrolling, 4, 9, 100, 0.00, 1380.48026276, 321.761535883, 0
Sharon, Patrolling, 1, 2, 4, 0.00, 0, 1561.99931216, 0
Caval, Charging, 3, 6, 112, 0.00, 1491.90260696, 188.845242977, 48.4393079281
Tigh, Patrolling, 2, 2, 2, 0.00, 0, 1685.43099189, 0
Hera, Patrolling, 5, 9, 100, 0.00, 1521.67904711, 265.530828953, 0
Hera, Patrolling, 5, 0, 100, 0.00, 1521.67904711, 265.530828953, 0
Leoben, Patrolling, 4, 4, 104, 0.00, 1380.48026276, 321.761535883, 0
Hera, Charging, 3, 0, 100, 0.00, 1521.67926407, 265.530828953, 41.4200849533
Leoben, Patrolling, 5, 1, 105, 0.00, 1380.48026276, 321.761535883, 0
Sharon, Patrolling, 0, 9, 14, 0.00, 328.573429108, 1561.99931216, 0
Leoben, Patrolling, 6, 0, 105, 0.00, 1380.48026276, 321.761535883, 0
Tyrol, Patrolling, 4, 2, 2, 0.00, 0, 1856.75225902, 0
Tigh, Patrolling, 1, 9, 12, 0.00, 257.236707926, 1685.43099189, 0
Leoben, Charging, 3, 0, 105, 0.00, 1589.47617173, 321.761535883, 56.1806111336
Tory, Patrolling, 2, 9, 10, 0.00, 195.632770061, 1775.06597996, 0
Anders, Patrolling, 4, 0, 94, 0.00, 1454.8324368, 449.582176208, 47.6954791546
Tyrol, Patrolling, 5, 4, 6, 0.00, 0, 1856.75225902, 0
Sharon, Patrolling, 0, 9, 24, 0.00, 506.587002039, 1561.99931216, 0
Tory, Patrolling, 2, 9, 20, 0.00, 338.135082006, 1775.06597996, 0
Tigh, Patrolling, 1, 9, 22, 0.00, 430.842293739, 1685.43099189, 0
Anders, Patrolling, 5, 9, 104, 0.00, 1635.68714476, 449.582176208, 47.6954791546
Tyrol, Patrolling, 6, 9, 16, 0.00, 326.177217007, 1856.75225902, 0
Boomer, Patrolling, 4, 9, 103, 0.00, 1642.0135076, 503.466351032, 57.1097741127
Sharon, Patrolling, 0, 9, 34, 0.00, 671.03589201, 1561.99931216, 0
Anders, Patrolling, 5, 9, 114, 0.00, 1741.49918866, 449.582176208, 47.6954791546
Tigh, Patrolling, 1, 9, 32, 0.00, 580.983356714, 1685.43099189, 0
Tory, Patrolling, 2, 9, 30, 0.00, 519.710962057, 1775.06597996, 0
Tyrol, Patrolling, 6, 9, 26, 0.00, 464.940721989, 1856.75225902, 0
Boomer, Patrolling, 4, 9, 113, 0.00, 1822.24454451, 503.466351032, 57.1097741127
Anders, Patrolling, 5, 9, 124, 0.00, 1902.29140949, 449.582176208, 47.6954791546
Sharon, Patrolling, 0, 9, 44, 0.00, 860.315443993, 1561.99931216, 0
Tory, Patrolling, 2, 9, 40, 0.00, 654.346166134, 1775.06597996, 0
Tigh, Patrolling, 1, 9, 42, 0.00, 757.525484562, 1685.43099189, 0
Tyrol, Patrolling, 6, 9, 36, 0.00, 608.841408968, 1856.75225902, 0
Anders, Patrolling, 5, 9, 134, 0.00, 2032.09409046, 449.582176208, 47.6954791546
Boomer, Patrolling, 4, 9, 123, 0.00, 1980.80535936, 503.466351032, 57.1097741127
Sharon, Patrolling, 0, 9, 54, 0.00, 1012.24110413, 1561.99931216, 0
Tory, Patrolling, 2, 9, 50, 0.00, 809.254723072, 1775.06597996, 0
Tyrol, Patrolling, 6, 9, 46, 0.00, 747.38903594, 1856.75225902, 0
Tigh, Patrolling, 1, 9, 52, 0.00, 927.669168472, 1685.43099189, 0
Anders, Patrolling, 5, 9, 144, 0.00, 2179.60571146, 449.582176208, 47.6954791546
Boomer, Patrolling, 4, 9, 133, 0.00, 2136.35018539, 503.466351032, 57.1097741127
Sharon, Patrolling, 0, 9, 64, 0.00, 1172.34897017, 1561.99931216, 0
Tory, Patrolling, 2, 9, 60, 0.00, 960.331789017, 1775.06597996, 0
Tyrol, Patrolling, 6, 9, 56, 0.00, 891.664338827, 1856.75225902, 0
Tigh, Patrolling, 1, 9, 62, 0.00, 1111.37884235, 1685.43099189, 0
Anders, Patrolling, 5, 9, 154, 0.00, 2301.87947631, 449.582176208, 47.6954791546
Boomer, Patrolling, 4, 9, 143, 0.00, 2323.97772837, 503.466351032, 57.1097741127
Tyrol, Patrolling, 6, 9, 66, 0.00, 1046.2862246, 1856.75225902, 0
Sharon, Patrolling, 0, 9, 74, 0.00, 1346.707515, 1561.99931216, 0
Tory, Patrolling, 2, 9, 70, 0.00, 1139.66738009, 1775.06597996, 0
Anders, Patrolling, 5, 9, 164, 0.00, 2457.19557643, 449.582176208, 47.6954791546
Tigh, Patrolling, 1, 9, 72, 0.00, 1285.16873622, 1685.43099189, 0
Sharon, Patrolling, 0, 9, 84, 0.00, 1484.02236199, 1561.99931216, 0
Boomer, Patrolling, 4, 9, 153, 0.00, 2487.03983927, 503.466351032, 57.1097741127
Tyrol, Patrolling, 6, 9, 76, 0.00, 1227.65100265, 1856.75225902, 0
Boomer, Patrolling, 4, 9, 163, 0.00, 2524.84640026, 503.466351032, 57.1097741127
Anders, Patrolling, 5, 9, 174, 0.00, 2595.39283752, 449.582176208, 47.6954791546
Boomer, Patrolling, 4, 9, 173, 0.00, 2566.46977234, 503.466351032, 57.1097741127
Sharon, Patrolling, 0, 4, 88, 0.00, 1484.02236199, 1561.99931216, 0
Tory, Patrolling, 2, 9, 80, 0.00, 1358.48921919, 1775.06597996, 0
Tigh, Patrolling, 1, 8, 80, 0.00, 1285.16873622, 1685.43099189, 0
Sharon, Charging, 3, 4, 92, 0.00, 1571.44629788, 1561.99931216, 47.2247879505
Tigh, Charging, 3, 0, 80, 0.00, 1453.45885015, 1685.43099189, 45.9195649624
Tigh, Patrolling, 3, 0, 80, 0.00, 1453.45885015, 1685.43099189, 45.9195649624
Tory, Patrolling, 2, 2, 82, 0.00, 1358.48921919, 1775.06597996, 0
Tyrol, Patrolling, 6, 9, 86, 0.00, 1347.78851366, 1856.75225902, 0
Caprica, Patrolling, 2, 0, 79, 0.00, 1475.25079036, 1703.88711119, 57.2578251362
Anders, Patrolling, 5, 9, 184, 0.00, 2783.09425235, 449.582176208, 47.6954791546
Tory, Patrolling, 1, 4, 86, 0.00, 1358.48921919, 1775.06597996, 0
